,Country Name,City,Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Updated Year
15632,India,Nagda,2017,33.0,71.0,22.33,79.1666667,96.7948718,96.7948718,2022
15633,India,Nagda,2018,31.67,61.67,17.67,60.8974359,72.7564103,73.3974359,2022
15642,India,Nagpur,2018,44.0,109.33,27.86,92.3076923,91.6666667,92.8571429,2022
15643,India,Nagpur,2019,39.0,100.71,31.57,75.0,87.2252747,87.2252747,2022
15672,India,Nalgonda,2017,36.0,60.0,24.0,83.6538462,82.2115385,82.2115385,2022
15722,India,Nellore,2019,32.5,65.75,19.0,54.3269231,100.0,100.0,2022
15725,India,Nizamabad,2016,31.0,63.0,19.0,60.5769231,86.5384615,55.7692308,2022
15726,India,Nizamabad,2017,29.0,62.0,21.0,82.6923077,82.6923077,83.6538462,2022
15727,India,Nizamabad,2018,27.0,60.0,23.0,59.6153846,85.5769231,84.6153846,2022
15728,India,Nizamabad,2019,41.0,63.0,25.0,43.2692308,95.1923077,95.1923077,2022
15734,India,Noida,2018,119.0,263.5,52.0,86.5384615,86.5384615,86.5384615,2022
15735,India,Noida,2019,105.25,211.75,44.5,93.0288462,90.1442308,90.1442308,2022
15741,India,Nongstoin,2019,7.0,30.0,13.0,34.6153846,100.0,100.0,2022
15747,India,Ongole,2019,24.5,59.25,19.0,33.1730769,100.0,100.0,2022
15763,India,Panaji,2017,47.0,105.0,14.0,26.9230769,84.6153846,84.6153846,2022
15765,India,Panaji,2019,50.0,87.0,13.0,57.6923077,75.0,74.0384615,2022
15773,India,Paonta Sahib,2018,51.0,87.5,14.0,77.4038462,100.0,100.0,2022
15774,India,Paonta Sahib,2019,39.0,83.5,14.0,47.1153846,100.0,100.0,2022
15777,India,Paradeep,2016,40.67,111.67,13.33,66.6666667,82.6923077,82.6923077,2022
15778,India,Paradeep,2017,39.67,105.67,14.0,82.6923077,92.9487179,94.2307692,2022
15779,India,Paradeep,2018,48.33,121.33,11.33,54.1666667,82.6923077,83.6538462,2022
15780,India,Paradeep,2019,55.0,144.33,10.33,73.0769231,91.3461538,91.3461538,2022
15787,India,Parwanoo,2017,20.0,65.0,5.5,91.3461538,100.0,100.0,2022
15788,India,Parwanoo,2018,13.0,63.0,5.0,40.3846154,100.0,100.0,2022
15789,India,Parwanoo,2019,18.5,64.0,6.0,100.0,100.0,100.0,2022
15795,India,Patencheru,2016,38.0,78.0,25.0,53.8461538,100.0,100.0,2022
15796,India,Patencheru,2017,31.0,78.0,24.0,65.3846154,100.0,100.0,2022
15797,India,Patencheru,2018,37.0,81.0,23.0,71.1538462,81.7307692,80.7692308,2022
15798,India,Patencheru,2019,41.0,83.0,25.0,55.7692308,92.3076923,89.4230769,2022
15854,India,Ponda,2016,22.0,68.0,11.0,88.4615385,88.4615385,88.4615385,2022
15855,India,Ponda,2017,23.0,73.0,14.0,100.0,100.0,100.0,2022
15856,India,Ponda,2018,29.0,93.0,13.0,52.8846154,52.8846154,52.8846154,2022
15857,India,Ponda,2019,33.0,66.0,14.0,100.0,100.0,100.0,2022
15866,India,Prithampur,2016,42.0,92.5,19.0,77.8846154,96.1538462,95.1923077,2022
15867,India,Prithampur,2017,43.5,85.0,20.5,59.6153846,78.3653846,78.3653846,2022
15868,India,Prithampur,2018,34.0,89.5,21.0,67.7884615,100.0,100.0,2022
15869,India,Prithampur,2019,32.5,85.5,18.0,75.0,95.1923077,95.1923077,2022
15891,India,Puri,2016,30.0,93.5,14.5,77.8846154,90.3846154,90.3846154,2022
15892,India,Puri,2017,25.5,76.5,15.0,24.5192308,62.9807692,62.9807692,2022
15913,India,Raichur,2017,39.0,92.0,12.0,100.0,100.0,80.7692308,2022
15914,India,Raichur,2018,33.0,90.0,12.0,100.0,100.0,100.0,2022
15915,India,Raichur,2019,14.0,74.0,11.0,41.3461538,74.0384615,74.0384615,2022
15941,India,Rajgangpur,2018,49.0,146.0,20.0,83.6538462,83.6538462,83.6538462,2022
15942,India,Rajgangpur,2019,58.0,150.0,19.0,99.0384615,99.0384615,99.0384615,2022
15951,India,Rajkot,2016,32.0,92.5,20.5,96.6346154,96.6346154,96.6346154,2022
15952,India,Rajkot,2017,36.5,106.5,22.0,90.8653846,91.3461538,91.3461538,2022
15953,India,Rajkot,2018,64.0,202.5,23.5,100.0,100.0,100.0,2022
15954,India,Rajkot,2019,35.0,126.5,25.5,83.6538462,83.6538462,83.6538462,2022
15965,India,Ramagundam,2018,49.0,104.0,41.0,31.7307692,88.4615385,81.7307692,2022
16003,India,Rayagada,2016,33.5,58.5,20.5,100.0,100.0,100.0,2022
16004,India,Rayagada,2017,34.5,58.0,19.5,100.0,100.0,100.0,2022
16005,India,Rayagada,2018,39.5,63.0,18.5,100.0,100.0,100.0,2022
16006,India,Rayagada,2019,33.5,64.5,17.0,98.5576923,98.5576923,98.5576923,2022
16029,India,Rourkela,2017,42.2,116.67,15.17,63.2692308,67.9487179,67.9487179,2022
16030,India,Rourkela,2018,46.25,108.5,14.25,93.5096154,95.9134615,95.9134615,2022
16031,India,Rourkela,2019,47.0,123.25,13.5,100.0,100.0,100.0,2022
16043,India,Sagar,2016,29.5,79.0,12.0,70.1923077,90.3846154,90.3846154,2022
16044,India,Sagar,2017,25.0,69.5,12.0,95.1923077,56.7307692,56.7307692,2022
16045,India,Sagar,2018,30.0,75.5,14.0,95.1923077,94.2307692,89.9038462,2022
16046,India,Sagar,2019,19.0,72.0,13.5,24.5192308,95.1923077,94.7115385,2022
16060,India,Salem,2018,21.0,57.0,26.0,40.3846154,89.4230769,90.3846154,2022
16067,India,Sambalpur,2016,51.0,79.0,17.0,100.0,100.0,100.0,2022
16068,India,Sambalpur,2017,46.0,82.0,20.0,100.0,100.0,100.0,2022
16069,India,Sambalpur,2018,53.0,85.0,21.0,96.1538462,96.1538462,96.1538462,2022
16070,India,Sambalpur,2019,48.0,92.0,24.0,100.0,100.0,100.0,2022
16071,India,Sangareddy,2016,31.0,70.0,23.5,76.9230769,99.5192308,99.0384615,2022
16072,India,Sangareddy,2017,36.67,78.67,30.0,90.3846154,93.9102564,93.2692308,2022
16073,India,Sangareddy,2018,39.33,81.33,38.0,71.1538462,82.6923077,82.6923077,2022
16074,India,Sangareddy,2019,43.67,87.33,29.67,65.3846154,95.8333333,96.474359,2022
16091,India,Sanguem,2016,20.0,44.0,11.0,98.0769231,98.0769231,98.0769231,2022
16092,India,Sanguem,2017,29.0,59.0,13.0,99.0384615,99.0384615,99.0384615,2022
16093,India,Sanguem,2018,31.0,61.0,13.0,62.5,62.5,63.4615385,2022
16094,India,Sanguem,2019,29.0,57.0,14.0,99.0384615,99.0384615,99.0384615,2022
16112,India,Satna,2016,31.5,71.0,6.5,36.5384615,84.1346154,83.6538462,2022
16113,India,Satna,2017,31.0,80.0,7.0,77.4038462,96.6346154,96.6346154,2022
16114,India,Satna,2018,48.0,105.0,8.0,92.7884615,92.7884615,92.7884615,2022
16123,India,Shillong,2018,12.0,38.0,11.75,100.0,100.0,100.0,2022
16124,India,Shillong,2019,7.5,36.25,11.75,50.9615385,100.0,100.0,2022
16128,India,Shimaga,2017,17.0,36.0,6.0,72.1153846,83.6538462,85.5769231,2022
16129,India,Shimaga,2018,17.0,44.0,6.0,96.1538462,95.1923077,97.1153846,2022
16130,India,Shimaga,2019,12.0,33.0,6.0,59.6153846,96.1538462,96.1538462,2022
16138,India,Shimla,2018,33.0,60.0,26.0,60.5769231,100.0,100.0,2022
16139,India,Shimla,2019,26.0,59.0,26.0,100.0,100.0,100.0,2022
16156,India,Siliguri,2017,24.0,59.0,18.0,99.0384615,99.0384615,99.0384615,2022
16157,India,Siliguri,2018,35.0,72.0,17.0,100.0,100.0,100.0,2022
16158,India,Siliguri,2019,32.0,80.0,33.0,100.0,100.0,100.0,2022
16162,India,Silvassa,2016,73.0,37.0,32.0,57.6923077,57.6923077,57.6923077,2022
16163,India,Silvassa,2017,32.33,109.33,23.67,91.3461538,91.3461538,91.3461538,2022
16164,India,Silvassa,2018,42.5,124.5,33.5,96.1538462,96.1538462,96.1538462,2022
16165,India,Silvassa,2019,39.5,105.0,27.0,95.6730769,95.6730769,95.6730769,2022
16177,India,Singrauli,2016,42.33,82.67,24.0,87.5,87.8205128,88.7820513,2022
16178,India,Singrauli,2017,50.33,108.67,31.0,90.0641026,90.3846154,90.3846154,2022
16179,India,Singrauli,2018,52.33,111.67,30.33,94.2307692,94.2307692,72.1153846,2022
16180,India,Singrauli,2019,66.67,191.67,48.33,35.8974359,80.1282051,80.4487179,2022
16206,India,Srikakulam,2019,36.0,66.75,18.5,61.5384615,96.1538462,95.9134615,2022
16214,India,Sunder Nagar,2017,41.0,72.5,10.5,80.7692308,100.0,100.0,2022
16215,India,Sunder Nagar,2018,47.0,84.0,10.0,78.3653846,100.0,100.0,2022
16216,India,Sunder Nagar,2019,38.0,72.5,8.5,34.1346154,100.0,100.0,2022
16222,India,Surat,2016,31.33,92.0,22.33,88.7820513,88.7820513,88.7820513,2022
16223,India,Surat,2017,35.33,106.33,25.67,100.0,100.0,100.0,2022
16224,India,Surat,2018,56.33,176.33,29.0,100.0,100.0,100.0,2022
16225,India,Surat,2019,40.0,127.67,27.0,82.6923077,81.7307692,82.6923077,2022
16234,India,Talcher,2016,50.5,105.0,24.0,100.0,100.0,100.0,2022
16235,India,Talcher,2017,45.0,96.0,30.5,96.1538462,96.1538462,96.1538462,2022
16236,India,Talcher,2018,50.0,110.5,28.5,100.0,100.0,100.0,2022
16237,India,Talcher,2019,46.5,106.0,28.5,100.0,100.0,100.0,2022
16282,India,Tilamol,2016,21.0,46.0,11.0,94.2307692,94.2307692,94.2307692,2022
16283,India,Tilamol,2017,32.0,63.0,14.0,100.0,100.0,100.0,2022
16284,India,Tilamol,2018,44.0,81.0,14.0,49.0384615,49.0384615,49.0384615,2022
16285,India,Tilamol,2019,35.0,67.0,14.0,98.0769231,98.0769231,98.0769231,2022
16288,India,Timukuru,2017,58.0,125.0,31.0,24.0384615,90.3846154,90.3846154,2022
16309,India,Tirupati,2019,28.5,53.25,15.25,43.2692308,99.2788462,99.0384615,2022
16316,India,Trichy,2016,27.0,94.6,20.4,37.5,67.5,66.9230769,2022
16318,India,Trichy,2018,52.6,110.2,22.6,91.3461538,91.5384615,89.6153846,2022
16319,India,Trichy,2019,45.6,72.6,18.0,32.1153846,67.3076923,67.5,2022
16321,India,Tuem,2016,19.0,61.0,9.0,69.2307692,90.3846154,90.3846154,2022
16322,India,Tuem,2017,18.0,58.0,15.0,100.0,100.0,100.0,2022
16323,India,Tuem,2018,17.0,54.0,13.0,61.5384615,61.5384615,61.5384615,2022
16324,India,Tuem,2019,29.0,57.0,14.0,100.0,100.0,100.0,2022
16333,India,Tura,2019,7.0,31.0,12.0,34.6153846,100.0,100.0,2022
16341,India,Tuticorin,2018,25.0,102.0,11.0,93.2692308,93.5897436,94.5512821,2022
16342,India,Tuticorin,2019,23.0,85.67,11.33,30.4487179,70.5128205,70.8333333,2022
16357,India,Ujjain,2016,43.5,90.25,15.5,47.3557692,67.3076923,66.3461538,2022
16358,India,Ujjain,2017,37.6,75.25,15.0,66.3461538,85.0961538,83.4134615,2022
16359,India,Ujjain,2018,34.25,82.75,14.75,68.2692308,95.9134615,95.9134615,2022
16397,India,Usgao,2016,21.0,64.0,11.0,80.7692308,80.7692308,80.7692308,2022
16398,India,Usgao,2017,24.0,74.0,14.0,100.0,100.0,100.0,2022
16399,India,Usgao,2018,19.0,59.0,13.0,61.5384615,61.5384615,61.5384615,2022
16400,India,Usgao,2019,33.0,64.0,14.0,92.3076923,92.3076923,92.3076923,2022
16406,India,Vadodara,2016,30.0,92.67,24.33,82.3717949,82.3717949,82.3717949,2022
16407,India,Vadodara,2017,36.4,108.2,22.8,94.8076923,94.8076923,94.6153846,2022
16408,India,Vadodara,2018,60.0,188.2,25.0,99.4230769,99.4230769,99.4230769,2022
16409,India,Vadodara,2019,37.0,130.8,25.6,83.4615385,83.4615385,83.4615385,2022
16415,India,Vapi,2016,32.5,104.5,24.0,100.0,100.0,100.0,2022
16416,India,Vapi,2017,36.5,114.0,25.0,85.5769231,86.0576923,86.5384615,2022
16417,India,Vapi,2018,53.5,171.0,24.5,99.0384615,99.0384615,99.0384615,2022
16418,India,Vapi,2019,40.0,119.5,24.5,83.1730769,83.1730769,83.1730769,2022
16433,India,Vasco,2016,55.5,102.5,9.5,38.9423077,82.6923077,82.6923077,2022
16436,India,Vasco,2019,41.0,81.0,13.0,50.9615385,77.8846154,84.6153846,2022
16447,India,Vijaywada,2018,29.67,77.22,21.33,32.0512821,69.5512821,69.017094,2022
16448,India,Vijaywada,2019,26.67,72.67,19.0,83.6538462,98.5042735,98.3974359,2022
16456,India,Vishakhapatnam,2018,48.62,77.56,20.56,21.9951923,92.0940171,92.0940171,2022
16457,India,Vishakhapatnam,2019,32.75,75.67,19.33,67.7884615,98.2905983,98.0769231,2022
16463,India,Vizianagaram,2019,35.0,67.0,19.25,48.0769231,96.1538462,96.1538462,2022
16471,India,Warangal,2018,41.0,85.0,38.0,33.6538462,85.0961538,83.6538462,2022
16742,Ireland,Dublin City,2010,11.16,15.81,28.89,96.7123333333333,86.0272857142857,96.9934,2022
17085,Italy,Ancona,2010,22.99,41.33,44.1,90.6846666666666,89.4522499999999,84.1955,2022
17099,Italy,Aosta,2010,14.59,25.67,28.52,98.904,99.178,98.17925,2022
17123,Italy,Arezzo,2010,15.88,27.13,35.18,96.164,97.808,92.633,2022
17248,Italy,Bergamo,2010,27.36,35.3,38.21,87.945,92.6025,94.4403333333333,2022
17288,Italy,Bologna,2010,19.39,29.26,51.69,95.3425,97.534,86.998,2022
17296,Italy,Bolzano,2010,14.83,21.0,39.08,95.616,98.904,94.749,2022
17325,Italy,Borgofranco Sul Po,2010,26.02,32.76,22.38,88.493,94.521,92.717,2022
17374,Italy,Brescia,2010,30.73,39.46,53.86,94.795,97.26,98.7973333333333,2022
17448,Italy,Calusco D'adda,2010,26.89,30.55,26.39,96.712,98.082,97.717,2022
17457,Italy,Campi Salentina,2010,15.33,29.15,10.86,97.26,97.808,93.619,2022
17550,Italy,Casirate D'adda,2010,31.01,38.28,34.6,94.795,96.164,87.123,2022
17679,Italy,Chiaravalle,2010,17.48,34.67,34.41,90.685,84.658,79.4575,2022
17754,Italy,Civitanova Marche,2010,11.67,17.2,11.25,85.205,88.219,86.541,2022
17856,Italy,Cortina Sulla Strada Del Vino,2010,17.28,18.98,33.16,94.795,94.795,94.543,2022
17945,Italy,Egna,2010,16.35,19.87,44.8,79.452,93.151,91.005,2022
17968,Italy,Fabriano,2010,19.94,32.85,18.09,90.959,88.219,78.619,2022
17969,Italy,Faenza,2010,19.88,28.24,25.62,90.411,94.5205,98.927,2022
17978,Italy,Falconara Marittima,2010,20.88,42.73,28.91,89.863,91.507,90.32,2022
18000,Italy,Feltre,2010,24.44,27.17,18.28,100.0,98.082,93.824,2022
18025,Italy,Ferrara,2010,20.48,29.9,34.95,94.795,95.7535,92.186,2022
18093,Italy,Fontechiari,2010,15.23,19.02,7.53,98.082,98.082,92.74,2022
18108,Italy,Forli',2010,17.86,27.81,36.34,93.699,92.7395,86.393,2022
18134,Italy,Galatina,2010,15.75,21.17,19.39,98.082,91.507,90.4565,2022
18204,Italy,Greve In Chianti,2010,15.94,26.98,14.84,81.918,83.014,92.386,2022
18205,Italy,Grosseto,2010,10.55,27.23,26.66,95.616,96.438,92.2256666666666,2022
18234,Italy,Guastalla,2010,24.05,31.78,26.67,90.411,90.685,96.267,2022
18274,Italy,Jesi,2010,23.73,39.52,32.7,92.603,89.315,85.525,2022
18296,Italy,La Spezia,2010,15.93,23.78,26.69,91.644,90.137,85.9738571428571,2022
18311,Italy,Laces,2010,15.77,17.78,18.01,84.658,99.452,93.642,2022
18319,Italy,Laives,2010,16.78,21.2,28.21,83.836,90.685,95.16,2022
18333,Italy,Langhirano,2010,15.63,19.91,19.31,97.534,94.795,88.813,2022
18355,Italy,Lecce,2010,12.23,24.14,18.34,95.89,93.5156666666666,90.2468,2022
18363,Italy,Lecco,2010,19.63,26.49,41.37,84.384,96.712,98.5845,2022
18402,Italy,Livorno,2010,13.89,19.79,25.62,98.356,96.621,93.6836666666666,2022
18416,Italy,Lodi,2010,25.89,34.09,33.15,90.822,95.4795,98.191,2022
18527,Italy,Maranello,2010,21.15,33.03,36.52,99.452,98.904,99.384,2022
18579,Italy,Merano,2010,13.84,21.57,27.69,88.493,98.904,91.3185,2022
18587,Italy,Merate,2010,28.09,39.89,49.21,96.712,96.712,97.991,2022
18618,Italy,Mezzolombardo,2010,15.12,21.72,24.9,98.082,93.425,99.155,2022
18623,Italy,Milano,2010,25.13,39.6,60.91,89.863,93.79,97.053,2022
18645,Italy,Modena,2010,21.48,34.64,50.84,99.452,98.356,97.2486666666666,2022
18677,Italy,Molinella,2010,21.01,25.1,19.37,90.959,96.986,86.689,2022
18757,Italy,Monza,2010,33.38,40.43,41.09,92.055,92.329,88.779,2022
18825,Italy,Novara,2019,17.04,25.51,30.84,97.96803653,97.96803653,95.42237443,2022
18910,Italy,Padova,2010,30.73,38.51,41.34,94.795,98.63,94.7375,2022
18937,Italy,Parma,2010,20.25,32.82,39.6,98.356,98.767,93.0705,2022
18983,Italy,Perugia,2010,13.66,20.59,31.33,88.8586666666666,91.986,88.01375,2022
18991,Italy,Pesaro,2010,17.93,31.94,33.17,97.808,98.356,96.518,2022
19005,Italy,Piacenza,2010,23.56,33.06,37.15,96.438,93.4246666666666,89.1973333333333,2022
19082,Italy,Ponti Sul Mincio,2010,25.63,35.13,32.25,96.438,95.616,80.468,2022
19198,Italy,Ravenna,2010,17.88,28.34,26.85,98.904,97.9906666666666,97.211,2022
19219,Italy,Reggio Nell'emilia,2010,21.45,33.08,39.06,97.808,96.2556666666666,96.4993333333333,2022
19220,Italy,Renon,2010,8.28,9.72,3.32,76.712,85.205,93.493,2022
19257,Italy,Rimini,2010,20.62,31.19,35.76,97.26,96.5296666666666,96.2823333333333,2022
19289,Italy,Roma,2010,18.75,30.75,50.76,94.6575,93.5768888888888,92.87175,2022
19497,Italy,Saronno,2010,28.61,39.0,24.91,97.808,99.452,99.829,2022
19542,Italy,Savona,2010,14.46,20.06,22.82,87.671,92.603,89.241,2022
19566,Italy,Schivenoglia,2010,23.68,32.04,20.3,86.301,95.616,87.352,2022
19639,Italy,Sondrio,2010,21.57,25.09,30.57,91.507,97.26,97.072,2022
19666,Italy,Spoleto,2010,13.77,22.3,26.24,94.9315,93.9725,88.9894999999999,2022
19710,Italy,Taranto,2010,14.57,25.27,16.23,97.534,96.8297142857142,93.16225,2022
19752,Italy,Terni,2010,16.88,25.77,30.23,95.0685,96.71225,91.5355,2022
19787,Italy,Torino,2010,28.71,39.39,60.5,94.247,93.6985,93.7366666666666,2022
19818,Italy,Trento,2010,16.91,24.15,47.27,95.3425,98.63,97.797,2022
19874,Italy,Udine,2010,17.22,25.19,35.52,78.904,86.301,90.0204,2022
19917,Italy,Varese,2010,25.7,30.9,33.94,96.438,96.986,98.75,2022
19932,Italy,Velturno,2010,16.33,22.24,66.59,96.986,97.808,92.911,2022
19962,Italy,Verona,2010,23.72,33.96,32.93,90.137,89.726,93.1243333333333,2022
20003,Italy,Vicenza,2010,29.26,37.34,40.05,95.89,87.945,97.226,2022
20037,Italy,Vinchio,2010,20.75,27.41,22.15,90.411,91.233,97.979,2022
20173,Jordan,Amman,2019,26.83,59.13,27.04,15.0,91.2714285714286,94.3714285714285,2022
20188,Kuwait,Ahmadi Governorate,2017,85.3,143.87,42.73,97.81,93.6966666666666,94.39,2022
20189,Kuwait,Ahmadi Governorate,2019,45.1,81.97,23.92,56.8649999999999,74.315,88.8833333333333,2022
20190,Kuwait,Ahmadi Governorate,2020,41.15,115.05,33.12,91.3275,95.215,93.3625,2022
20203,Kuwait,Al-Ahmadi,2015,79.36,137.94,70.92,79.72,100.0,100.0,2018
20210,Kuwait,Al-Jahra,2015,31.69,114.0,40.15,83.0099999999999,84.38,94.24,2018
20211,Kuwait,Al-Jahra,2016,11.83,130.09,28.76,99.45,99.45,98.63,2018
20231,Kuwait,Capital Governorate,2019,25.9,112.0,29.4,48.22,60.0,89.3249999999999,2022
20232,Kuwait,Capital Governorate,2020,30.15,99.05,30.46,92.455,84.835,98.135,2022
20234,Kuwait,Hawalli Governorate,2019,48.3,127.7,20.39,50.41,87.81,78.85,2022
20235,Kuwait,Hawalli Governorate,2020,28.65,101.15,20.47,82.7899999999999,94.4,96.835,2022
20236,Kuwait,Jahra Governorate,2017,49.5,148.3,27.63,90.55,90.685,94.7,2022
20237,Kuwait,Jahra Governorate,2019,44.6,126.37,31.01,69.1333333333333,73.3566666666666,92.6333333333333,2022
20238,Kuwait,Jahra Governorate,2020,51.87,142.1,21.43,92.1666666666666,87.4333333333333,96.93,2022
20245,Kuwait,Saad Al-Abdullah,2015,80.75,130.1,71.99,81.36,99.73,99.7299999999999,2018
20246,Kuwait,Saad Al-Abdullah,2016,51.24,62.65,47.17,72.87,88.77,70.6799999999999,2018
20267,Latvia,Riga,2010,27.47,38.97,41.66,84.932,92.603,96.518,2022
20294,Lebanon,Beirut,2014,19.0,56.0,59.0,56.2433333333333,56.2433333333333,73.0,2022
20295,Lebanon,Beirut,2015,15.0,43.0,47.0,59.0,59.0,59.0,2022
20308,Lithuania,Kaunas,2010,19.88,30.33,13.33,93.573,95.422,86.256,2022
20309,Lithuania,Kaunas,2013,13.01,29.8,14.82,95.03440367,98.7899543399999,92.36338511,2022
20310,Lithuania,Kaunas,2014,15.24,28.88,14.91,97.15182648,96.92922374,96.8340943666666,2022
20311,Lithuania,Kaunas,2015,12.7,24.51,15.21,94.9086758,94.720319635,94.6118721466666,2022
20312,Lithuania,Kaunas,2016,11.81,22.99,16.04,95.1901184,90.79007286,93.19216758,2022
20327,Lithuania,Klaipeda,2010,13.27,26.74,21.41,94.623,99.418,96.747,2022
20328,Lithuania,Klaipeda,2013,20.36,32.05,20.26,97.64857277,99.48630137,98.30798588,2022
20335,Lithuania,Klaipėda,2014,13.35,33.86,21.06,95.20547945,98.3276255699999,98.06506849,2022
20336,Lithuania,Klaipėda,2015,12.7,30.8,19.42,98.6415525099999,90.918949775,97.07191781,2022
20337,Lithuania,Klaipėda,2016,11.55,24.47,21.29,99.10063752,98.81033698,97.592213115,2022
20391,Lithuania,Vilnius,2010,14.42,26.34,21.19,93.082,97.663,90.782,2022
20392,Lithuania,Vilnius,2013,19.35,26.56,23.59,99.07730673,94.968607305,96.76001991375,2022
20393,Lithuania,Vilnius,2014,19.5,28.09,22.75,94.28082192,95.4623287675,97.3439878233333,2022
20394,Lithuania,Vilnius,2015,19.07,26.98,23.58,97.7168949799999,94.6289954325,94.1980593625,2022
20395,Lithuania,Vilnius,2016,16.73,26.52,24.5,94.96812386,92.694102915,95.42207422375,2022
20399,Luxembourg,Bekerich,2010,16.34,14.79,15.03,96.164,91.735,95.126,2022
20407,Luxembourg,Esch-Sur-Alzette,2010,9.91,21.56,28.83,87.774,96.0275,95.205,2022
20424,Luxembourg,Luxembourg,2010,15.97,21.03,48.31,96.438,98.923,97.5855,2022
20477,Malta,Gharb,2010,11.33,32.44,3.02,81.37,89.315,83.653,2022
20478,Malta,Gharb,2018,8.6,19.6,3.3,97.8,97.0,97.5,2022
20505,Malta,Msida,2010,20.02,45.34,34.85,80.0,93.151,85.548,2022
20506,Malta,Msida,2018,14.4,43.1,34.6,98.9,99.2,93.47,2022
20512,Malta,Zejtun,2018,12.1,31.9,13.7,99.5,92.3,84.8,2022
20534,Mexico,Aguascalientes,2018,25.0,41.5,40.5,84.931506849315,84.3835616438356,84.931506849315,2022
20537,Mexico,Alvaro Obregon,2012,20.92,42.29,25.96,92.4863387978142,92.4863387978142,94.1826047358834,2018
20538,Mexico,Alvaro Obregon,2013,22.62,42.86,24.89,91.1301369863014,91.1301369863014,93.6643835616438,2018
20539,Mexico,Alvaro Obregon,2014,20.55,39.14,24.54,84.4748858447489,84.4748858447489,89.6461187214611,2018
20540,Mexico,Alvaro Obregon,2015,21.34,38.55,24.0,78.972602739726,78.972602739726,91.5981735159817,2018
20595,Mexico,Ecatepec De Morelos,2010,22.02,71.18,28.72,78.6643835616438,87.0776255707762,89.2066210045662,2018
20596,Mexico,Ecatepec De Morelos,2011,24.77,75.15,29.14,64.343607305936,87.796803652968,90.884703196347,2018
20597,Mexico,Ecatepec De Morelos,2012,26.63,61.45,29.02,82.1265938069217,82.1265938069217,81.6142987249544,2018
20598,Mexico,Ecatepec De Morelos,2013,29.26,61.45,28.57,89.9257990867579,89.9257990867579,87.9623287671233,2018
20599,Mexico,Ecatepec De Morelos,2014,28.13,55.87,27.42,70.2625570776255,70.2625570776255,88.8413242009131,2018
20600,Mexico,Ecatepec De Morelos,2015,27.0,56.23,23.57,80.3938356164383,80.3938356164383,97.0091324200913,2018
20601,Mexico,Ecatepec De Morelos,2016,25.98,56.69,27.01,93.1781884553958,93.1781884553958,84.2459502623773,2018
20619,Mexico,Iztapalapa,2012,24.93,49.2,29.88,89.0596539162113,92.2472677595628,87.7732240437158,2018
20620,Mexico,Iztapalapa,2013,25.79,48.54,29.74,94.0867579908676,94.0867579908676,95.8333333333333,2018
20621,Mexico,Iztapalapa,2014,24.81,47.06,29.03,92.0890410958904,92.0890410958904,96.9977168949772,2018
20622,Mexico,Iztapalapa,2015,26.09,46.96,29.15,92.8082191780822,92.8082191780822,91.6666666666667,2018
20623,Mexico,Iztapalapa,2016,26.07,49.62,28.76,55.213324207164,55.213324207164,91.7636322153776,2018
20635,Mexico,Mexicali,2018,25.5,91.87,43.5,50.0,56.25,50.0,2022
20636,Mexico,Mexico City,2010,23.6,48.25,36.55,77.3173515981735,90.3995433789954,93.6986301369863,2018
20637,Mexico,Mexico City,2011,26.68,57.25,35.0,93.9155251141552,78.3219178082191,79.7907153729072,2018
20638,Mexico,Mexico City,2012,23.44,45.87,32.36,82.3246812386156,84.2645719489981,83.980343047966,2018
20639,Mexico,Mexico City,2013,26.17,44.37,29.56,89.6204337899543,87.57800608828,92.3173515981735,2018
20640,Mexico,Mexico City,2014,22.93,41.71,29.91,86.4383561643835,81.2290715372907,83.9807566862361,2018
20641,Mexico,Mexico City,2015,23.06,39.35,28.07,86.3570205479452,85.8033675799086,83.5034246575342,2018
20642,Mexico,Mexico City,2016,21.73,38.72,27.86,91.4264709610363,92.8302532511978,90.72553045859,2018
20643,Mexico,Mexico City,2018,22.7,42.5,83.94,89.189310577139,90.2021109364473,90.5580507523018,2022
20644,Mexico,Mexico City,2018,22.7,42.5,83.94,89.189310577139,90.2021109364473,90.5580507523018,2022
20673,Mexico,Pachuca,2018,14.0,21.0,41.0,91.8032786885245,91.8032786885245,92.6027397260274,2022
20703,Mexico,Tlalnepantla De Baz,2010,23.32,50.96,33.11,92.4771689497717,93.1392694063927,91.1643835616438,2018
20704,Mexico,Tlalnepantla De Baz,2011,26.62,54.19,33.67,84.8401826484018,85.2511415525114,92.0662100456621,2018
20705,Mexico,Tlalnepantla De Baz,2012,27.09,57.79,35.24,65.721766848816,65.721766848816,88.023679417122,2018
20706,Mexico,Tlalnepantla De Baz,2013,27.18,56.33,33.35,93.1849315068493,93.1849315068493,91.8721461187215,2018
20707,Mexico,Tlalnepantla De Baz,2014,24.51,52.15,32.34,86.1529680365297,86.1529680365297,91.9063926940639,2018
20708,Mexico,Tlalnepantla De Baz,2015,27.34,52.06,33.1,69.486301369863,69.486301369863,92.4086757990868,2018
20709,Mexico,Tlalnepantla De Baz,2016,25.57,53.22,32.73,88.3185033082364,88.3185033082364,89.5733515856719,2018
