,Country Name,City,Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Updated Year
28,Australia,Adelaide,2013,7.25,16.87,8.65,97.5,96.92857144,94.47,2018
29,Australia,Adelaide,2014,7.1,16.66,9.4,96.55,98.17142857,96.34,2018
30,Australia,Adelaide,2015,7.45,16.06,9.78,97.4,96.92857143,94.46,2018
31,Australia,Adelaide,2016,6.88,16.19,8.27,93.05,93.32857143,87.24,2018
32,Australia,Adelaide,2017,7.54,16.47,13.45,95.1999999999999,95.4285714285714,87.0,2022
33,Australia,Adelaide,2018,6.78,19.21,12.11,89.2,89.7142857142857,89.0,2022
34,Australia,Adelaide,2019,6.14,20.64,11.57,97.2,91.4285714285714,91.8571428571428,2022
58,Australia,Brisbane,2016,6.61,15.21,7.22,97.18,96.92857157,94.6,2018
59,Australia,Brisbane,2019,7.5,19.5,8.43,91.3333333333333,92.25,98.3333333333333,2022
80,Australia,Canberra,2019,13.9,21.93,9.42,97.8999999999999,97.9333333333333,93.65,2022
82,Australia,Central Coast,2019,10.5,21.1,7.83,92.9,97.5,97.5339999999999,2022
91,Australia,Darwin,2013,6.9,19.8,7.8,93.05,93.32857143,68.784,2018
92,Australia,Darwin,2014,8.1,21.7,8.0,86.0,86.0,73.0,2022
93,Australia,Darwin,2014,8.1,21.7,8.0,93.05,93.32857143,70.604,2018
94,Australia,Darwin,2015,8.6,22.4,5.1,98.0,96.0,95.0,2022
96,Australia,Darwin,2016,6.49,16.4,5.0,99.0,99.0,95.0,2022
97,Australia,Darwin,2016,6.5,16.4,5.0,96.86,98.17142888,66.054,2018
98,Australia,Darwin,2017,7.0,17.65,5.75,66.5,66.5,77.5,2022
99,Australia,Darwin,2018,8.7,17.95,3.8,90.5,90.5,89.0,2022
100,Australia,Darwin,2019,9.1,22.8,3.65,96.5,96.5,90.9999999999999,2022
120,Australia,Gladstone,2015,4.09,13.01,6.15,93.05,93.32857143,83.344,2018
121,Australia,Gladstone,2016,4.88,13.82,8.73,96.96,98.17142898,84.2539999999999,2018
122,Australia,Gladstone,2019,7.1,17.57,4.77,95.3333333333333,95.3333333333333,98.3333333333333,2022
124,Australia,Gold Coast,2019,8.3,19.7,6.3,91.0,91.0,98.0,2022
127,Australia,Gunnedah,2019,11.2,24.8,9.7,94.1999999999999,91.7999999999999,98.0819999999999,2022
170,Australia,Muswellbrook,2014,9.7,21.44,19.47,97.6,96.92857199,95.02,2018
173,Australia,Muswellbrook,2019,12.2,34.4,20.46,95.1,99.2,97.5,2022
180,Australia,Newcastle/Lower Hunter,2019,11.13,25.73,15.72,96.8,97.4333333333333,95.3423333333333,2022
183,Australia,Palmerston,2012,12.0,25.9,7.0,97.67,96.92857206,95.09,2018
184,Australia,Palmerston,2014,9.25,21.1,7.6,82.0,83.0,81.0,2022
186,Australia,Palmerston,2015,7.8,20.1,7.4,94.0,93.0,94.0,2022
187,Australia,Palmerston,2015,7.8,20.1,7.4,97.66,96.92857205,95.08,2018
188,Australia,Palmerston,2016,7.15,15.2,3.8,92.0,92.0,93.0,2022
190,Australia,Palmerston,2017,7.3,19.5,4.5,96.0,96.0,85.0,2022
191,Australia,Palmerston,2018,8.7,19.7,4.9,97.0,97.0,96.0,2022
192,Australia,Palmerston,2019,9.75,22.0,4.5,99.0,99.0,94.0,2022
201,Australia,Perth,2019,6.84,12.58,9.09,96.2,95.9666666666666,97.35,2022
202,Australia,Perth,2019,6.84,12.58,9.09,96.2,95.9666666666666,97.35,2022
212,Australia,Singleton,2016,7.85,19.3,17.13,97.74,96.92857213,95.16,2018
213,Australia,Singleton,2019,10.9,30.1,14.23,97.5,98.9,97.3,2022
222,Australia,Sydney,2016,7.88,16.51,14.69,97.79,96.92857218,95.21,2018
223,Australia,Sydney,2019,11.27,23.62,15.31,93.8666666666666,98.1666666666666,97.2418,2022
231,Australia,Townsville,2019,7.0,20.2,3.5,94.0,94.0,96.0,2022
249,Australia,Wollongong/Illawarra,2013,7.75,16.92,12.03,97.93,96.92857232,95.35,2018
250,Australia,Wollongong/Illawarra,2014,7.01,17.05,10.89,97.94,96.92857233,95.36,2018
253,Australia,Wollongong/Illawarra,2019,8.8,22.53,10.18,95.5333333333333,91.6,97.1686666666666,2022
259,Australia,Wyong,2015,5.19,14.87,9.28,97.97,96.92857236,95.39,2018
418,Austria,Freistadt,2010,10.91,14.55,7.37,94.521,95.856,92.774,2022
465,Austria,Graz,2010,21.93,30.65,34.98,92.42,95.6011666666666,94.799,2022
591,Austria,Illmitz,2010,19.17,23.6,10.8,99.726,98.63,91.998,2022
600,Austria,Innsbruck,2010,16.11,22.83,28.56,100.0,99.178,95.94,2022
641,Austria,Klagenfurt,2010,18.12,24.87,37.72,99.178,99.7183333333333,95.1673333333333,2022
767,Austria,Linz,2010,20.49,27.8,33.91,100.0,95.5745,90.548,2022
881,Austria,Salzburg,2010,18.23,24.66,39.61,99.589,99.4633333333333,95.038,2022
904,Austria,Sankt Pöelten,2010,19.29,27.46,31.92,97.534,99.3835,94.0125,2022
983,Austria,Stixneusiedl,2010,15.23,25.65,15.85,98.082,98.824,94.612,2022
1104,Austria,Wels,2010,20.88,26.08,30.27,99.452,99.452,91.621,2022
1112,Austria,Wien,2010,21.57,30.04,31.36,100.0,99.5292307692307,95.2592352941176,2022
1211,Bahrain,Hidd,2019,36.72,119.46,55.82,82.7397260273972,83.0136986301369,85.2054794520548,2022
1232,Bahrain,Sitra,2019,44.73,100.27,47.43,83.5616438356164,84.3835616438356,76.4383561643835,2022
1237,Bangladesh,Barisal,2013,80.0,112.0,6.11,98.9,94.5,89.9,2018
1238,Bangladesh,Barisal,2014,83.0,128.0,5.87,81.1,98.9,99.7,2018
1239,Bangladesh,Barisal,2015,80.0,113.0,7.52,87.4,89.9,91.8,2018
1241,Bangladesh,Barisal,2017,33.11,112.55,17.79,100.0,33.33333333,100.0,2022
1242,Bangladesh,Barisal,2018,21.77,106.93,41.17,25.0,58.33333333,25.0,2022
1246,Bangladesh,Chittagong,2013,66.05,113.45,26.4,75.6,87.0,60.55,2018
1247,Bangladesh,Chittagong,2014,72.9,129.0,34.05,61.2,80.3,69.6,2018
1248,Bangladesh,Chittagong,2015,65.6,91.05,43.74,73.3,89.3,62.3499999999999,2018
1250,Bangladesh,Chittagong,2017,56.92,120.25,27.58,40.1655251349999,50.5821918,41.66666667,2022
1251,Bangladesh,Chittagong,2017,56.92,120.25,27.58,40.1655251349999,50.5821918,41.66666667,2022
1252,Bangladesh,Chittagong,2018,56.36,148.99,36.96,25.0,50.0,25.0,2022
1256,Bangladesh,Dhaka,2013,85.83,142.33,62.13,68.2,74.9,71.7,2018
1257,Bangladesh,Dhaka,2014,84.7,149.5,39.45,93.15,95.75,50.0,2018
1258,Bangladesh,Dhaka,2015,81.57,146.5,73.7,90.4333333333333,72.1666666666666,61.0866666666666,2018
1260,Bangladesh,Dhaka,2017,56.48,112.12,42.01,80.55555556,66.66666667,80.55555556,2022
1261,Bangladesh,Dhaka,2018,108.73,189.25,36.86,38.88888889,38.88888889,38.88888889,2022
1263,Bangladesh,Gazipur,2013,84.5,130.0,27.1,100.0,100.0,97.3,2018
1264,Bangladesh,Gazipur,2014,89.0,154.0,51.9,98.9,98.9,62.5,2018
1265,Bangladesh,Gazipur,2015,81.2,143.0,15.6,99.7,99.7,98.9,2018
1267,Bangladesh,Gazipur,2017,62.61,131.52,42.9,50.0,91.66666667,50.0,2022
1268,Bangladesh,Gazipur,2018,95.33,156.08,19.78,58.33333333,58.33333333,58.33333333,2022
1272,Bangladesh,Khulna,2013,76.0,132.0,14.4,97.3,83.3,56.6999999999999,2018
1274,Bangladesh,Khulna,2015,83.6,93.5,65.3,65.8,80.0,29.2999999999999,2018
1275,Bangladesh,Khulna,2017,26.79,92.0,11.84,83.33333333,91.66666667,83.33333333,2022
1276,Bangladesh,Khulna,2018,61.24,77.61,37.57,58.33333333,50.0,58.33333333,2022
1277,Bangladesh,Narayangonj,2013,89.1,174.0,30.3,83.6,94.5,90.7,2018
1278,Bangladesh,Narayangonj,2014,107.0,191.0,35.7,87.7,96.4,80.3,2018
1279,Bangladesh,Narayangonj,2015,94.2,205.0,29.5,87.1,98.9,98.9,2018
1281,Bangladesh,Narayangonj,2017,65.85,216.06,45.76,100.0,91.66666667,100.0,2022
1282,Bangladesh,Narayangonj,2018,102.7,224.73,38.67,58.33333333,58.33333333,58.33333333,2022
1286,Bangladesh,Rajshahi,2013,69.4,126.0,46.8,99.2,53.4,84.1,2018
1287,Bangladesh,Rajshahi,2014,41.7,176.0,70.5,91.2,70.3999999999999,26.6,2018
1289,Bangladesh,Rajshahi,2017,47.52,94.1,41.82,66.66666667,16.66666667,66.66666667,2022
1291,Bangladesh,Sylhet,2013,59.1,105.0,15.4,95.3,95.6,96.3999999999999,2018
1292,Bangladesh,Sylhet,2014,61.9,112.0,24.3,95.3,98.1,99.2,2018
1293,Bangladesh,Sylhet,2015,61.0,111.0,45.6,84.8999999999999,85.2,87.1,2018
1296,Bangladesh,Sylhet,2018,59.77,110.55,13.74,58.33333333,58.33333333,58.33333333,2022
1313,Belgium,Antwerpen,2010,19.81,28.27,38.66,96.1615,91.0528,90.4655555555555,2022
1391,Belgium,Brussels,2010,20.94,28.09,40.02,98.5806666666666,96.738,94.2656666666666,2022
1399,Belgium,Bruxelles/Brussel,2010,16.98,27.06,29.79,96.438,98.482,96.05,2022
1400,Belgium,Charleroi,2010,16.39,24.18,31.07,93.239,93.1705,96.705,2022
1423,Belgium,Corroy Le Grand,2010,15.21,20.89,23.0,99.064,99.064,97.055,2022
1454,Belgium,Engis,2010,15.77,24.39,23.83,93.208,93.208,97.249,2022
1463,Belgium,Evergem,2010,20.34,31.22,27.98,89.064,87.523,89.5435,2022
1482,Belgium,Gent,2010,20.52,31.25,30.05,92.414,86.3015,91.33,2022
1511,Belgium,Habay La Neuve,2010,11.8,16.23,12.71,99.658,99.658,97.009,2022
1512,Belgium,Hasselt,2010,20.52,23.74,28.66,82.842,86.336,85.091,2022
1561,Belgium,Liege,2010,14.85,27.03,30.09,99.435,97.92825,97.0835,2022
1596,Belgium,Mons,2010,14.81,23.87,30.73,97.306,97.306,96.929,2022
1604,Belgium,Namur,2019,9.4,17.95,23.76,90.1826484,90.1826484,90.1826484,2022
1648,Belgium,Seraing,2010,17.0,25.6,31.43,97.237,97.237,94.954,2022
1672,Belgium,Somme-Leuze,2010,12.67,17.61,15.9,99.486,99.486,96.804,2022
1688,Belgium,Steenokkerzeel,2010,15.51,24.43,29.41,98.767,97.568,91.3755,2022
1710,Belgium,Veurne,2010,17.47,25.84,15.83,87.466,84.966,93.002,2022
1718,Belgium,Vielsalm,2010,10.17,14.68,8.2,98.139,98.139,97.203,2022
1734,Belgium,Viroinval,2010,11.2,16.29,9.0,99.463,99.463,96.986,2022
2039,Brazil,Guarulhos,2018,17.06,28.35,28.36,94.5205479452055,98.0821917808219,86.5753424657534,2022
2044,Brazil,Ibirite,2018,11.19,28.4,7.55,77.8082191780822,96.7123287671233,83.2876712328767,2022
2045,Brazil,Ibirite,2019,12.31,27.76,10.8,94.5205479452055,97.2602739726026,96.4383561643836,2022
2146,Brazil,Osasco,2018,21.62,39.16,45.08,93.1506849315068,98.3561643835616,95.0684931506849,2022
2147,Brazil,Osasco,2019,20.71,43.13,45.34,96.7123287671233,97.8082191780822,91.7808219178082,2022
2156,Brazil,Paulinia,2019,15.32,28.95,18.82,75.6164383561644,92.4657534246574,85.0684931506849,2022
2164,Brazil,Piracicaba,2018,13.52,33.93,15.2,91.2328767123288,88.4931506849314,84.1095890410959,2022
2165,Brazil,Piracicaba,2019,12.99,33.97,14.8,89.3150684931506,87.9452054794521,82.7397260273973,2022
2198,Brazil,Ribeirao Preto,2019,13.94,32.52,8.95,97.5342465753425,97.5342465753425,86.5753424657534,2022
2251,Brazil,Sao Caetano Do Sul,2018,17.64,28.67,33.75,90.4109589041096,90.6849315068493,96.7123287671233,2022
2252,Brazil,Sao Caetano Do Sul,2019,16.91,28.17,30.13,76.7123287671233,79.7260273972603,80.0,2022
2268,Brazil,Sao Jose Do Rio Preto,2018,14.79,27.05,20.5,95.0684931506849,96.4383561643836,95.7534246575342,2022
2269,Brazil,Sao Jose Do Rio Preto,2019,14.81,26.09,19.45,99.7260273972603,98.0821917808219,96.5753424657534,2022
2278,Brazil,Sao Paulo,2018,17.26,27.28,38.27,95.2511415525114,95.7534246575342,93.0479452054794,2022
2279,Brazil,Sao Paulo,2019,16.67,29.01,39.06,86.9406392694063,88.7279843444227,90.0978473581213,2022
2325,Brazil,Vila Velha,2018,10.02,18.08,16.04,89.041095890411,98.0821917808219,95.8904109589041,2022
2443,Bulgaria,Pernik,2010,31.8,59.19,32.4,94.247,98.356,97.203,2022
2467,Bulgaria,Plovdiv,2010,34.99,58.7,40.93,95.89,98.767,97.0205,2022
2475,Bulgaria,Progled,2010,7.34,16.04,1.17,89.315,97.26,92.295,2022
2483,Bulgaria,Ruse,2010,28.91,43.0,20.64,99.178,99.178,97.18,2022
2513,Bulgaria,Sofia,2010,20.06,42.89,30.53,88.767,96.7122857142857,95.586,2022
2521,Bulgaria,Stara Zagora,2010,23.69,36.42,21.76,96.712,88.7675,95.342,2022
2529,Bulgaria,Varna,2010,13.98,46.2,28.91,93.425,87.8085,89.007,2022
2573,Canada,Abbotsford,2015,6.6,13.0,16.26,95.0684931506849,91.6723744292237,100.0,2018
2574,Canada,Abbotsford,2016,5.0,11.5,14.0,98.5,82.0,97.0,2022
2575,Canada,Abbotsford,2017,6.5,12.5,16.0,91.5,95.5,94.0,2022
2576,Canada,Abbotsford,2018,7.0,11.5,16.0,99.0,96.5,98.0,2022
2577,Canada,Abbotsford,2019,5.5,11.0,15.0,99.0,98.0,98.0,2022
2635,Canada,Brandon,2015,7.3,17.08,6.77,95.3424657534247,91.5068493150685,100.0,2018
2637,Canada,Brandon,2017,7.0,17.0,9.0,100.0,100.0,97.0,2022
2638,Canada,Brandon,2018,11.0,8.0,13.0,99.0,100.0,96.0,2022
2669,Canada,Burnaby,2015,6.8,9.0,24.06,97.2602739726027,98.0022831050228,100.0,2018
2670,Canada,Burnaby,2016,4.5,8.33,19.0,97.0,93.6666667,96.6666667,2022
2671,Canada,Burnaby,2017,6.0,9.33,20.67,97.0,96.6666667,98.0,2022
2672,Canada,Burnaby,2018,6.0,10.0,19.33,98.0,98.6666667,99.3333333,2022
2673,Canada,Burnaby,2019,5.0,7.5,18.67,97.0,99.0,98.3333333,2022
2706,Canada,Castlegar,2018,17.0,23.0,11.0,96.0,99.0,95.0,2022
2707,Canada,Castlegar,2019,7.0,13.0,9.0,92.0,98.0,94.0,2022
2726,Canada,Chilliwack,2015,6.6,12.0,16.54,95.0684931506849,98.3561643835616,100.0,2018
2727,Canada,Chilliwack,2016,4.0,11.0,15.0,98.0,100.0,93.0,2022
2728,Canada,Chilliwack,2017,7.0,12.0,15.0,99.0,92.0,97.0,2022
2729,Canada,Chilliwack,2018,8.0,11.0,15.0,95.0,99.0,98.0,2022
2730,Canada,Chilliwack,2019,6.0,10.0,15.0,97.0,99.0,99.0,2022
2859,Canada,Fort Smith,2015,7.2,9.55,3.57,95.8904109589041,87.6712328767123,100.0,2018
2866,Canada,Fort St John,2018,9.0,20.0,13.0,99.0,100.0,92.0,2022
2940,Canada,Hope,2015,6.3,11.0,13.16,92.8767123287671,98.0821917808219,100.0,2018
2941,Canada,Hope,2016,4.0,9.0,11.0,98.0,85.0,98.0,2022
2942,Canada,Hope,2017,7.0,12.0,9.0,98.0,98.0,97.0,2022
2943,Canada,Hope,2018,8.0,12.0,8.0,99.0,99.0,99.0,2022
2944,Canada,Hope,2019,5.0,9.0,9.0,97.0,99.0,98.0,2022
2950,Canada,Inuvik,2015,4.6,19.33,5.64,95.3424657534247,98.3561643835616,100.0,2018
2951,Canada,Inuvik,2016,3.0,17.0,6.0,97.0,95.0,96.0,2022
2954,Canada,Inuvik,2019,4.0,12.0,6.0,94.0,94.0,98.0,2022
2965,Canada,Kelowna,2016,6.0,12.0,13.0,99.0,98.0,94.0,2022
2966,Canada,Kelowna,2017,10.0,17.0,15.0,98.0,97.0,94.0,2022
2967,Canada,Kelowna,2018,12.0,19.0,13.0,95.0,99.0,96.0,2022
3025,Canada,Langdale,2015,6.3,9.73,10.34,92.9,91.7808219178082,100.0,2018
3031,Canada,Langley,2015,7.3,11.0,12.22,96.1643835616438,98.458904109589,100.0,2018
3032,Canada,Langley,2016,5.0,9.0,11.0,87.0,96.0,98.0,2022
3033,Canada,Langley,2017,7.0,10.0,11.0,99.0,99.0,98.0,2022
3034,Canada,Langley,2018,7.0,11.0,11.0,99.0,99.0,98.0,2022
3035,Canada,Langley,2019,6.0,10.0,11.0,98.0,99.0,98.0,2022
3073,Canada,Marystown,2019,4.0,9.0,2.0,99.0,99.0,100.0,2022
3128,Canada,Norman Wells,2016,4.0,18.0,4.0,90.0,95.0,96.0,2022
3131,Canada,Norman Wells,2019,5.0,16.0,4.0,95.0,96.0,98.0,2022
3209,Canada,Port Moody,2015,6.3,11.0,23.69,96.7123287671233,91.1415525114155,100.0,2018
3210,Canada,Port Moody,2016,5.0,9.0,23.0,93.0,94.0,98.0,2022
3211,Canada,Port Moody,2017,7.0,13.0,26.0,98.0,99.0,98.0,2022
3212,Canada,Port Moody,2018,6.0,14.0,23.0,99.0,86.0,99.0,2022
3213,Canada,Port Moody,2019,5.0,11.0,21.0,99.0,97.0,99.0,2022
3222,Canada,Powell River,2016,2.0,6.0,4.0,90.0,88.0,94.0,2022
3232,Canada,Prince George,2016,8.0,16.0,17.0,99.0,92.0,87.0,2022
3242,Canada,Quesnel,2015,9.6,12.42,14.1,99.7260273972603,98.6301369863014,100.0,2018
3243,Canada,Quesnel,2016,9.0,11.0,15.0,100.0,93.0,94.0,2022
3244,Canada,Quesnel,2017,14.0,23.0,15.0,100.0,90.0,94.0,2022
3245,Canada,Quesnel,2018,17.0,28.0,17.0,100.0,93.0,96.0,2022
3246,Canada,Quesnel,2019,9.0,17.0,15.0,100.0,100.0,96.0,2022
3258,Canada,Regina,2017,6.0,27.0,17.0,97.0,98.0,95.0,2022
3262,Canada,Richmond,2015,6.05,13.0,24.16,95.7534246575342,98.4132420091324,100.0,2018
3263,Canada,Richmond,2016,5.0,10.0,24.5,97.5,99.0,98.0,2022
3264,Canada,Richmond,2017,6.0,11.0,27.0,96.5,100.0,97.5,2022
3265,Canada,Richmond,2018,7.0,13.0,23.5,94.0,92.0,99.0,2022
3266,Canada,Richmond,2019,5.5,12.0,24.5,99.0,94.0,99.5,2022
3352,Canada,Smithers,2016,7.0,13.0,9.0,100.0,97.0,95.0,2022
3353,Canada,Smithers,2017,8.0,13.0,9.0,99.0,95.0,94.0,2022
3354,Canada,Smithers,2018,9.0,14.0,11.0,92.0,88.0,89.0,2022
3403,Canada,Sudbury,2015,6.3,7.25,13.54,100.0,99.7260273972603,100.0,2018
3494,Canada,Vernon,2017,11.0,24.0,19.0,95.0,99.0,95.0,2022
3495,Canada,Vernon,2018,14.0,28.0,19.0,99.0,100.0,96.0,2022
3496,Canada,Vernon,2019,8.0,22.0,17.0,98.0,88.0,95.0,2022
3534,Canada,Williams Lake,2016,6.0,13.0,11.0,100.0,100.0,92.0,2022
3545,Canada,Winnipeg,2015,5.95,22.36,13.16,96.3013698630137,86.8493150684932,100.0,2018
3546,Canada,Winnipeg,2016,5.5,15.0,15.0,95.0,90.0,100.0,2022
3547,Canada,Winnipeg,2017,5.0,12.0,9.5,98.5,100.0,99.5,2022
3548,Canada,Winnipeg,2018,6.0,12.0,12.5,91.5,100.0,95.0,2022
3551,Canada,Yellowknife,2015,8.5,15.58,5.83,87.1232876712329,91.7808219178082,100.0,2018
3552,Canada,Yellowknife,2016,8.0,12.0,4.0,98.0,99.0,93.0,2022
3553,Canada,Yellowknife,2017,5.0,19.0,8.0,96.0,98.0,99.0,2022
3554,Canada,Yellowknife,2018,3.0,16.0,6.0,97.0,96.0,100.0,2022
3555,Canada,Yellowknife,2019,4.0,15.0,2.0,99.0,100.0,100.0,2022
3570,Chile,Calama,2019,6.83,37.07,16.0,91.0,90.6666666666666,98.0,2022
3588,Chile,Chiguayante,2019,17.7,27.8,8.8,99.0,99.0,97.0,2022
3602,Chile,Concon,2019,14.15,43.7,18.5,95.0,98.0,97.0,2022
3631,Chile,Hualqui,2019,21.5,37.3,7.1,96.0,99.0,99.0,2022
3635,Chile,Huasco,2019,11.07,36.2,16.0,88.0,98.0,63.0,2022
3682,Chile,Puchuncavi,2019,14.53,39.17,15.57,97.25,98.0,99.25,2022
3712,Chile,Quintero,2019,16.2,33.13,15.24,97.0,97.3333333333333,94.2,2022
3740,Chile,Santiago,2019,25.42,72.21,43.77,96.3,91.4,78.25,2022
3751,Chile,Talca,2019,20.33,41.8,16.7,97.0,97.0,98.0,2022
3754,Chile,Talcahuano,2019,18.94,38.36,12.68,98.4285714285714,97.5714285714285,98.6666666666666,2022
3763,Chile,Tome,2019,15.5,30.3,10.7,97.0,97.0,99.0,2022
7798,Colombia,Itagui,2012,24.0,60.0,19.0,55.0684931506849,56.4383561643836,41.3698630136986,2018
7799,Colombia,Itagui,2013,27.3,52.65,22.1,91.5068493150685,93.6986301369862,97.5342465753425,2018
7800,Colombia,Itagui,2014,28.6,54.05,29.9,92.7397260273972,86.027397260274,97.5342465753425,2018
7801,Colombia,Itagui,2015,26.05,50.2,30.2,90.958904109589,95.6164383561644,83.8356164383562,2018
7812,Colombia,Medellin,2011,22.0,53.0,26.0,55.8904109589041,60.5479452054794,54.5205479452055,2018
7815,Colombia,Medellin,2013,26.6,54.63,39.45,93.8356164383561,89.9543378995434,69.4520547945205,2018
7816,Colombia,Medellin,2014,27.55,57.33,42.48,90.2739726027397,91.7808219178082,95.8356164383561,2018
7817,Colombia,Medellin,2015,35.9,60.45,39.4,89.1780821917808,92.3287671232877,95.3424657534247,2018
7833,Colombia,Santiago De Cali,2013,11.4,31.9,19.45,73.1,73.1499999999999,61.6,2018
7834,Colombia,Santiago De Cali,2014,17.13,41.17,13.2,77.1666666666666,79.1,89.5,2018
7835,Colombia,Santiago De Cali,2015,17.7,42.1,18.2,73.6499999999999,86.95,79.5,2018
7836,Colombia,Santiago De Cali,2016,17.9,41.36,13.1,68.1,90.06,40.6,2018
7852,Costa Rica,San Jose,2018,22.0,21.75,40.71,100.0,100.0,100.0,2022
7919,Croatia,Rijeka,2018,10.94,24.0,11.76,50.0,50.0,95.23972603,2022
7968,Cyprus,Ayia Marina,2010,15.71,30.32,3.02,91.507,97.26,96.404,2022
7982,Cyprus,Nicosia,2010,23.29,57.51,33.6,80.0,90.959,91.039,2022
7983,Cyprus,Nicosia,2016,13.97,31.57,17.0,93.9,93.9,93.9,2022
7984,Cyprus,Nicosia,2017,14.77,33.63,17.73,97.0666666666666,97.0666666666666,97.0666666666666,2022
7985,Cyprus,Nicosia,2018,14.5,35.7,17.23,92.7,92.7,92.7,2022
8008,Czechia,Beroun,2010,18.25,30.71,35.67,98.916,99.304,98.916,2022
8009,Czechia,Beroun,2013,12.65,27.35,28.85,98.573,98.573,97.97371461,2022
8010,Czechia,Beroun,2014,12.48,27.63,24.8,99.5889999999999,99.5889999999999,99.178061645,2022
8011,Czechia,Beroun,2015,14.46,27.7,25.28,94.395,94.395,94.29795662,2022
8012,Czechia,Beroun,2016,17.45,24.82,26.58,98.3379999999999,98.3379999999999,96.32860838,2022
8013,Czechia,Beroun,2017,18.73,27.42,25.99,99.578,99.578,97.340369865,2022
8014,Czechia,Beroun,2018,22.56,31.05,27.49,99.863,99.863,97.705472605,2022
8016,Czechia,Bohumin,2010,47.81,63.89,28.51,98.927,98.813,98.311,2022
8017,Czechia,Bohunice,2019,17.98,22.96,22.29,99.55479452,99.55479452,99.55479452,2022
8026,Czechia,Brno,2010,23.75,30.61,38.72,98.55,98.3696,95.042,2022
8027,Czechia,Brno,2013,21.07,24.48,26.53,97.42,95.3043333333333,94.5205175033333,2022
8028,Czechia,Brno,2014,19.0,24.0,27.15,99.304,97.868,96.675821004,2022
8029,Czechia,Brno,2015,17.68,23.86,26.1,97.557,98.0535,93.782999086,2022
8030,Czechia,Brno,2016,17.62,22.61,24.66,96.232,97.63,95.507791986,2022
8031,Czechia,Brno,2017,18.82,22.89,24.73,98.4896666666666,98.8198,95.881430136,2022
8032,Czechia,Brno,2018,20.13,25.49,22.98,99.6726666666666,97.6606,96.97492146,2022
8036,Czechia,Brno-Židenice,2019,19.71,27.99,34.05,99.61187215,99.61187215,99.61187215,2022
8060,Czechia,Ceske Budejovice,2010,19.08,23.16,16.99,81.393,93.7785,94.326,2022
8061,Czechia,Ceske Budejovice,2013,18.33,22.64,15.59,99.578,99.578,97.35178539,2022
8062,Czechia,Ceske Budejovice,2014,16.89,21.58,15.08,99.6919999999999,99.6919999999999,96.0103835599999,2022
8063,Czechia,Ceske Budejovice,2015,14.27,19.74,16.76,94.441,94.441,94.13830822,2022
8064,Czechia,Ceske Budejovice,2016,18.53,21.75,15.74,98.463,98.463,96.28864936,2022
8065,Czechia,Ceske Budejovice,2017,14.58,18.49,15.41,96.804,96.804,95.154283105,2022
8066,Czechia,Ceske Budejovice,2018,15.98,19.84,14.87,97.568,97.568,95.41642009,2022
8072,Czechia,Cesky Tesin,2016,26.03,32.88,21.67,98.975,98.975,97.06263661,2022
8073,Czechia,Cesky Tesin,2017,27.03,34.81,21.94,99.235,99.235,96.991929225,2022
8074,Czechia,Cesky Tesin,2018,29.67,38.44,23.0,98.642,98.642,95.93058904,2022
8093,Czechia,Chystovice,2013,15.31,19.17,9.72,93.288,93.288,94.800392695,2022
8094,Czechia,Chystovice,2014,13.71,18.56,8.35,93.505,93.505,94.49793379,2022
8095,Czechia,Chystovice,2015,11.63,17.43,7.77,93.288,93.288,94.61203653,2022
8096,Czechia,Chystovice,2016,11.26,16.43,5.98,95.833,95.833,93.840908015,2022
8097,Czechia,Chystovice,2017,11.04,16.42,6.88,93.253,93.253,91.883349315,2022
8098,Czechia,Chystovice,2018,14.56,22.61,4.67,98.505,98.505,95.873504565,2022
8104,Czechia,Decin,2016,25.48,28.98,19.54,99.044,99.044,97.19959563,2022
8105,Czechia,Decin,2017,22.91,27.3,20.97,97.774,97.774,96.329922375,2022
8106,Czechia,Decin,2018,23.24,28.82,19.41,97.397,97.397,94.8115137,2022
8120,Czechia,Doksany,2016,16.56,21.98,13.2,100.0,100.0,97.32468124,2022
8121,Czechia,Doksany,2017,16.45,21.48,13.24,100.0,100.0,96.929223745,2022
8122,Czechia,Doksany,2018,17.33,23.18,13.74,100.0,100.0,96.51255708,2022
8124,Czechia,Dolni Lutyne,2010,50.21,66.0,20.46,99.418,99.041,98.824,2022
8125,Czechia,Dolni Lutyne,2013,35.77,47.0,17.23,94.326,94.326,92.56825114,2022
8126,Czechia,Dolni Lutyne,2014,36.19,48.04,17.35,99.726,99.7259999999999,97.47715525,2022
8127,Czechia,Dolni Lutyne,2015,33.06,41.58,17.07,94.6,94.6,92.448401825,2022
8128,Czechia,Dolni Lutyne,2016,31.64,39.71,16.11,98.497,98.497,96.68702459,2022
8129,Czechia,Dolni Lutyne,2017,32.07,40.06,16.25,98.527,98.527,96.438157535,2022
8130,Czechia,Dolni Lutyne,2018,35.76,43.58,16.15,97.3059999999999,97.3059999999999,95.764872145,2022
8149,Czechia,Frydek-Mistek,2016,22.8,26.46,16.97,99.169,99.169,97.21655829,2022
8150,Czechia,Frydek-Mistek,2017,24.97,29.7,17.85,99.007,99.007,97.1861484,2022
8151,Czechia,Frydek-Mistek,2018,26.73,31.97,17.59,99.578,99.578,97.368908675,2022
